SR.NO,Country,Active military,Reserve military,Paramilitary_x,Total_x,"Per 1,000 capita(active)","Per 1,000 capita(total)",Code,Type,Indicator Name,1960_x,1961_x,1962_x,1963_x,1964_x,1965_x,1966_x,1967_x,1968_x,1969_x,1970_x,1971_x,1972_x,1973_x,1974_x,1975_x,1976_x,1977_x,1978_x,1979_x,1980_x,1981_x,1982_x,1983_x,1984_x,1985_x,1986_x,1987_x,1988_x,1989_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960_y,1961_y,1962_y,1963_y,1964_y,1965_y,1966_y,1967_y,1968_y,1969_y,1970_y,1971_y,1972_y,1973_y,1974_y,1975_y,1976_y,1977_y,1978_y,1979_y,1980_y,1981_y,1982_y,1983_y,1984_y,1985_y,1986_y,1987_y,1988_y,1989_y,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019,2020,Total_y,country_code,Active Personnel,Aircraft Carriers,Armored Vehicles,Attack Helicopters,Available Manpower,Coastline Coverage,Corvettes,Dedicated Attack,Defense Budget,Destroyers,External Debt,Fighters/Interceptors,Fit-for-Service,Foreign Exchange/Gold,Frigates,Helicopter Carriers,Helicopters,Labor Force,Merchant Marine Fleet,Mine Warfare,Navy Ships,Oil Consumption,Oil Production,Oil Proven Reserves,Paramilitary_y,Patrol Vessels,Ports / Trade Terminals,Purchasing Power Parity,Railway Coverage,Reaching Mil Age Annually,Reserve Personnel,Roadway Coverage,Rocket Projectors,Self-Propelled Artillery,Shared Borders,Special-Mission,Square Land Area,Submarines,Tanker Fleet,Tanks,Total Aircraft Strength,Total Population,Towed Artillery,Trainers,Transports,Waterways (usable)
146.0,Sri Lanka,255000.0,5500.0,92600.0,353100.0,11.3,15.6,LKA,Country,Military expenditure (current USD),16653016.65,17083517.08,15849765.85,13917763.92,13938763.94,14474264.47,15282765.28,15711432.16,14305226.32,15863429.19,21042038.72,32258064.52,30283133.9,25146427.18,28417847.61,30478781.02,23669757.49,28081232.26,21946485.42,28073183.58,30811520.22,27684625.66,25974668.7,45952585.36,55750799.98,188947302.5,172743269.3,226699541.9,165486625.5,125682787.2,187023405.7,277389023.8,326765473.6,354785171.2,437032405.1,763663963.7,767105591.7,698792770.9,733435634.7,631014150.1,822127365.6,675016502.0,571657950.2,541695589.6,619305492.4,644211825.1,791491040.7,1054816810.0,1511363007.0,1522232372.0,1532026109.0,1751910641.0,1474902628.0,1600841410.0,1914586604.0,2057866407.0,1741456650.0,1866534439.0,1681433577.0,0.0,,0.0,17.0,,8.0,1.0,2.0,20.0,31.0,4.0,,,,0.0,,,,,2.0,,33.0,47.0,,,1.0,0.0,17.0,7.0,,18.0,,,,48.0,42.0,27.0,110.0,19.0,5.0,19.0,166.0,22.0,35.0,74.0,64.0,207.0,48.0,83.0,62.0,293.0,158.0,42.0,33.0,46.0,56.0,95.0,90.0,79.0,21.0,4.0,21.0,,20.0,5.0,,,45.0,100.0,59.0,,2408.0,SRL,250000.0,2022.0,600.0,9.0,11061179.0,1340.0,0.0,0.0,1860000000.0,0.0,55332000000.0,86.0,8964164.0,7959000000.0,5.0,0.0,56.0,8000000.0,90.0,0.0,275.0,116000.0,0.0,0.0,11000.0,59.0,1.0,274800000000.0,1562.0,322618.0,5500.0,114093.0,22.0,0.0,0.0,2.0,65610.0,0.0,0.0,182.0,86.0,23044123.0,164.0,6.0,17.0,160.0
,St. Kitts and Nevis,,,,,,,KNA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Lucia,,,,,,,LCA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Martin (French part),,,,,,,MAF,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Vincent and the Grenadines,,,,,,,VCT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sub-Saharan Africa,,,,,,,SSF,Regions Clubbed Geographically,Military expenditure (current USD),,,,422263764.8,545722182.1,669309717.9,713517382.4,878292920.6,1119925402.0,1540387743.0,1613808372.0,1728970667.0,2052076755.0,2566938497.0,3481515505.0,5684992345.0,5683281396.0,7054371327.0,7968045685.0,8809036420.0,9508375819.0,8817673940.0,8090192009.0,8226206243.0,7892706991.0,7051444555.0,7141827481.0,8287085111.0,9344609676.0,9272704413.0,10679109457.0,9358910888.0,7432157156.0,8352668435.0,6511374769.0,6199196374.0,5721158562.0,6104899536.0,6063777422.0,6740075385.0,6361034224.0,5757859510.0,6573025593.0,7439582729.0,9320664305.0,10408940608.0,12512552729.0,14179425610.0,17967409600.0,17839926570.0,16597353232.0,18232142939.0,18761367116.0,21753112627.0,23278199397.0,20254523519.0,19128112584.0,21632842537.0,18322083773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sub-Saharan Africa (IDA & IBRD countries),,,,,,,TSS,Regions Clubbed Economically,Military expenditure (current USD),,,,422263764.8,545722182.1,669309717.9,713517382.4,878292920.6,1119925402.0,1540387743.0,1613808372.0,1728970667.0,2052076755.0,2566938497.0,3481515505.0,5684992345.0,5683281396.0,7054371327.0,7968045685.0,8809036420.0,9508375819.0,8817673940.0,8090192009.0,8226206243.0,7892706991.0,7051444555.0,7141827481.0,8287085111.0,9344609676.0,9272704413.0,10679109457.0,9358910888.0,7432157156.0,8352668435.0,6511374769.0,6199196374.0,5721158562.0,6104899536.0,6063777422.0,6740075385.0,6361034224.0,5757859510.0,6573025593.0,7439582729.0,9320664305.0,10408940608.0,12512552729.0,14179425610.0,17967409600.0,17839926570.0,16597353232.0,18232142939.0,18761367116.0,21753112627.0,23278199397.0,20254523519.0,19128112584.0,21632842537.0,18322083773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sub-Saharan Africa (excluding high income),,,,,,,SSA,Regions Clubbed Economically,Military expenditure (current USD),,,,422263764.8,545722182.1,669309717.9,713517382.4,878292920.6,1119925402.0,1540387743.0,1613808372.0,1728970667.0,2052076755.0,2566938497.0,3481515505.0,5684992345.0,5683281396.0,7054371327.0,7968045685.0,8809036420.0,9508375819.0,8817673940.0,8090192009.0,8226206243.0,7892706991.0,7044197904.0,7132065129.0,8275763703.0,9332461604.0,9259667989.0,10664269382.0,9342349181.0,7411657272.0,8339718592.0,6499487573.0,6187604533.0,5710615260.0,6093501182.0,6053235044.0,6728985238.0,6350708383.0,5746794114.0,6561325658.0,7427343620.0,9304737032.0,10394213335.0,12498186342.0,14164248907.0,17956284790.0,17831275367.0,16590195672.0,18223430234.0,18751443006.0,21739346175.0,23245601767.0,20233906684.0,19101394125.0,21610583992.0,18299260491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,Sudan,104300.0,0.0,105000.0,209300.0,2.4,4.9,SDN,Country,Military expenditure (current USD),18667432.51,20505456.63,24842044.8,28144744.4,41872487.08,56375646.18,50315910.4,52268811.03,57725445.15,87018954.62,108271108.6,109994256.2,107983917.3,113153360.1,111430212.5,119471568.1,179207352.1,216538485.8,175916407.9,239999813.6,228000000.0,203987417.2,172214638.2,230769230.8,355384615.4,205293356.8,260000000.0,310333333.3,369333333.3,,1177777778.0,1365798115.0,183718440.7,257981093.9,226167004.5,138756425.7,106332797.7,97731859.32,259957570.1,429617897.4,587267572.3,388091317.4,484607263.0,398110221.7,1240766949.0,1164995936.0,1647839194.0,2427072595.0,3228000000.0,3180483010.0,,,,,,2279621640.0,2748511976.0,4382998817.0,1047878720.0,,,,,,,,2.0,5.0,4.0,9.0,15.0,19.0,8.0,36.0,5.0,5.0,2.0,16.0,177.0,598.0,87.0,69.0,23.0,3.0,,,26.0,208.0,4.0,3.0,204.0,90.0,25.0,106.0,65.0,9.0,122.0,77.0,16.0,3.0,46.0,6.0,,,3.0,27.0,63.0,,36.0,,106.0,49.0,204.0,293.0,132.0,69.0,33.0,128.0,89.0,182.0,173.0,95.0,130.0,61.0,124.0,109.0,68.0,34.0,18.0,,4319.0,SUD,100000.0,0.0,207.0,43.0,24778111.0,853.0,0.0,38.0,287210000.0,0.0,56050000000.0,192.0,15848641.0,198000000.0,0.0,0.0,72.0,11920000.0,15.0,0.0,18.0,112000.0,95000.0,5000000000.0,55000.0,10.0,1.0,176400000000.0,7251.0,1215530.0,50000.0,31000.0,30.0,10.0,6819.0,0.0,1861484.0,0.0,0.0,360.0,192.0,46751152.0,389.0,12.0,25.0,1723.0
148.0,Suriname,1840.0,0.0,0.0,1840.0,3.1,3.1,SUR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,10.0,,,,0.0,2.0,,7.0,,5.0,2.0,,,,,,,,,,,,23.0,2.0,,,,,,,,,,,,0.0,7.0,,3.0,,,,,,67.0,SUR,1800.0,0.0,100.0,0.0,135245.0,386.0,0.0,0.0,41888000.0,0.0,1700000000.0,3.0,79917.0,424400000.0,0.0,0.0,3.0,144000.0,10.0,0.0,18.0,13000.0,17000.0,84200000.0,0.0,16.0,2.0,9460000000.0,0.0,3074.0,0.0,4304.0,0.0,0.0,1907.0,0.0,163820.0,0.0,0.0,0.0,3.0,614749.0,0.0,0.0,0.0,1200.0
149.0,Sweden,29750.0,0.0,21200.0,50950.0,3.0,5.1,SWE,Country,Military expenditure (current USD),526848900.4,564736401.6,636258725.2,697922566.5,758619889.8,844543330.0,906980385.5,921961412.7,941001815.1,1017260076.0,1118164544.0,1238804427.0,1458082236.0,1702215353.0,1855084673.0,2232315959.0,2345444903.0,2560335056.0,2873317738.0,3368143352.0,3791756609.0,3490216138.0,2980130869.0,2629021887.0,2668524384.0,2795295633.0,3577484916.0,4469563626.0,4917620754.0,5032977192.0,6169504240.0,6219460369.0,6418628291.0,5011158320.0,5154504230.0,5729770498.0,6203436943.0,5203218383.0,5132285182.0,5148727432.0,4789440137.0,4128046006.0,4354573015.0,5305640404.0,5514710385.0,5518466926.0,5577203266.0,6386221162.0,6024791006.0,5062962024.0,5885935800.0,6324747364.0,6243671605.0,6528737467.0,6555518064.0,5387123174.0,5427549191.0,5526592999.0,5755367603.0,225.0,297.0,316.0,431.0,319.0,447.0,541.0,253.0,170.0,257.0,232.0,159.0,134.0,324.0,403.0,317.0,294.0,342.0,227.0,159.0,122.0,96.0,172.0,231.0,256.0,292.0,214.0,100.0,197.0,247.0,246.0,452.0,171.0,179.0,109.0,82.0,160.0,159.0,135.0,105.0,90.0,49.0,60.0,39.0,297.0,101.0,95.0,195.0,294.0,224.0,206.0,165.0,76.0,64.0,47.0,78.0,129.0,51.0,53.0,17.0,11.0,191.0,207.0,56.0,45.0,14.0,70.0,46.0,7.0,7.0,3.0,12554.0,SWE,16000.0,0.0,3371.0,0.0,4104707.0,3218.0,7.0,0.0,8600000000.0,0.0,911317000000.0,204.0,3447954.0,62220000000.0,0.0,0.0,53.0,5029000.0,370.0,9.0,316.0,323100.0,0.0,0.0,22000.0,161.0,11.0,524750000000.0,14127.0,102618.0,0.0,573134.0,0.0,48.0,2211.0,4.0,450295.0,5.0,1.0,121.0,204.0,10261767.0,0.0,69.0,6.0,2052.0
150.0,Switzerland,19550.0,196450.0,0.0,216000.0,2.4,26.0,CHE,Country,Military expenditure (current USD),200093758.2,237368366.9,273728261.2,294995369.3,329525835.0,343475228.4,378234372.7,383265301.5,373889479.6,409105981.1,436090053.6,511387689.4,601426981.7,764969998.4,888478644.0,1032046117.0,1228176857.0,1226534416.0,1668885136.0,1945005774.0,1996765550.0,1810878508.0,1928314953.0,1946035043.0,1807905757.0,1966928897.0,2565428146.0,3020406521.0,3276156632.0,3082038963.0,4056408189.0,4016764413.0,4138043834.0,3611212626.0,3899275421.0,4645360982.0,4239447901.0,3498218851.0,3494250971.0,3146822887.0,2800146846.0,2763655325.0,2882696762.0,3270337504.0,3503819863.0,3484636759.0,3328973394.0,3524746536.0,4098459038.0,4055544323.0,4115407849.0,4973863849.0,4592165378.0,5032883664.0,4612776715.0,4521076909.0,4571348247.0,4628401509.0,4795847181.0,154.0,151.0,321.0,169.0,142.0,230.0,313.0,223.0,232.0,289.0,219.0,37.0,4.0,52.0,263.0,228.0,373.0,177.0,199.0,166.0,141.0,149.0,187.0,116.0,64.0,138.0,143.0,5.0,218.0,228.0,274.0,290.0,177.0,443.0,404.0,341.0,108.0,151.0,179.0,319.0,440.0,476.0,388.0,104.0,119.0,93.0,187.0,379.0,436.0,507.0,23.0,68.0,63.0,117.0,203.0,168.0,83.0,108.0,17.0,39.0,48.0,32.0,10.0,6.0,5.0,12.0,73.0,34.0,10.0,13.0,10.0,12288.0,SWI,24000.0,0.0,1339.0,0.0,3719606.0,0.0,0.0,0.0,5984000000.0,0.0,1909446000000.0,158.0,3017953.0,811200000000.0,0.0,0.0,42.0,5067000.0,20.0,0.0,0.0,223900.0,0.0,0.0,0.0,0.0,1.0,590170000000.0,5690.0,92990.0,120000.0,71557.0,0.0,133.0,1770.0,1.0,41277.0,0.0,0.0,134.0,158.0,8453650.0,0.0,46.0,17.0,1299.0
151.0,Syria,169000.0,0.0,100000.0,269000.0,8.7,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,1.0,20.0,18.0,9.0,90.0,135.0,463.0,112.0,22.0,21.0,12.0,20.0,74.0,50.0,77.0,508.0,889.0,805.0,852.0,880.0,731.0,1497.0,3272.0,3420.0,1412.0,527.0,931.0,871.0,2045.0,1859.0,1338.0,1973.0,2233.0,1809.0,1575.0,1262.0,1409.0,1312.0,663.0,739.0,321.0,243.0,173.0,19.0,35.0,35.0,35.0,55.0,58.0,64.0,28.0,45.0,69.0,25.0,35.0,100.0,20.0,294.0,205.0,413.0,493.0,516.0,506.0,21.0,22.0,8.0,32.0,181.0,,84.0,40178.0,SYR,100000.0,0.0,5372.0,27.0,13045962.0,193.0,0.0,18.0,2020500000.0,0.0,4989000000.0,452.0,11313295.0,407300000.0,0.0,0.0,154.0,3767000.0,28.0,7.0,43.0,134000.0,25000.0,2500000000.0,50000.0,33.0,3.0,47000000000.0,2052.0,570761.0,0.0,69873.0,629.0,552.0,2363.0,0.0,185180.0,0.0,0.0,3540.0,452.0,20384316.0,2210.0,67.0,5.0,900.0
,Syria rebels*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,2.0,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Syrian Arab Republic,,,,,,,SYR,Country,Military expenditure (current USD),90223463.69,90223463.69,149593495.9,,112041884.8,118062827.2,102356020.9,118586387.4,190052356.0,194502617.8,199738219.9,176963350.8,260209424.1,388674557.0,537380924.3,887837837.8,945058881.2,998216560.5,1213503185.0,1581656051.0,2253248408.0,2437707006.0,2726878981.0,2733503185.0,3394904459.0,3510318471.0,3678980892.0,3650191083.0,3722802548.0,1483652561.0,1641781737.0,2893808463.0,2976570156.0,1426095238.0,1636299776.0,957899818.9,995089040.9,1046927961.0,1096039533.0,1127632857.0,897044908.7,1022526578.0,1102912157.0,1436210734.0,1388544983.0,1450324657.0,1435215692.0,1599033723.0,1732416848.0,2181974581.0,2346021283.0,2494887483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,304.0,383.0,320.0,622.0,256.0,436.0,739.0,921.0,472.0,108.0,146.0,320.0,347.0,478.0,326.0,477.0,299.0,583.0,585.0,351.0,245.0,329.0,372.0,344.0,484.0,802.0,792.0,552.0,525.0,795.0,811.0,735.0,440.0,654.0,967.0,598.0,658.0,364.0,478.0,663.0,479.0,1157.0,856.0,1318.0,1474.0,4808.0,3959.0,1725.0,570.0,332.0,291.0,117.0,319.0,695.0,503.0,12.0,11.0,60.0,95.0,197.0,422.0,548.0,1077.0,629.0,97.0,493.0,99.0,64.0,99.0,42682.0,TAI,170000.0,0.0,3472.0,91.0,12257467.0,1566.0,2.0,0.0,16800000000.0,4.0,189684000000.0,741.0,1060742.0,456700000000.0,22.0,0.0,208.0,11498000.0,429.0,14.0,117.0,962400.0,200.0,2380000.0,11500.0,43.0,6.0,1145277000000.0,1613.0,306437.0,1500000.0,43206.0,115.0,257.0,0.0,19.0,35980.0,4.0,0.0,1110.0,741.0,23572052.0,1410.0,207.0,19.0,3720.0
152.0,Taiwan (Republic of China),163000.0,1657000.0,11800.0,1831800.0,6.9,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,Tajikistan,8800.0,0.0,7500.0,16300.0,1.0,1.9,TJK,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037058.642,23498175.22,14182891.53,5803400.646,13458544.84,19050989.36,22613230.32,15126152.26,10353281.16,12468225.56,25577668.2,34788346.39,45110098.94,,,,52467120.6,47529274.32,53756933.71,71342116.79,76260471.83,,104280654.0,95763184.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,13.0,7.0,,34.0,,,,3.0,,,8.0,19.0,3.0,4.0,,117.0,TAJ,9500.0,0.0,100.0,6.0,4135802.0,0.0,0.0,0.0,90134000.0,0.0,6470000000.0,25.0,3263687.0,1292000000.0,0.0,0.0,20.0,2295000.0,0.0,0.0,0.0,24000.0,180.0,12000000.0,5500.0,0.0,0.0,34880000000.0,680.0,152845.0,0.0,30000.0,62.0,0.0,4130.0,0.0,143100.0,0.0,0.0,47.0,25.0,8990874.0,10.0,4.0,1.0,200.0
154.0,Tanzania,27000.0,80000.0,1400.0,108400.0,0.5,2.0,TZA,Country,Military expenditure (current USD),,,,,,,,14629994.15,16239993.5,20089991.96,29539988.18,42559982.98,53689677.86,77916010.24,120044738.2,138323476.0,136687529.9,190729876.6,421677764.0,375458521.9,232291721.3,331019097.0,366761862.8,332950425.4,293025202.4,345976202.3,260704018.6,161608082.1,124833697.7,105316752.3,87154458.21,108141651.9,96907036.42,58725701.62,58375569.77,85513656.09,101038489.5,118603807.7,134276958.1,128497943.6,135055952.6,150728196.3,140753561.8,125254713.9,127567862.8,139493591.3,147417924.8,166215543.3,194000300.9,219476865.3,282725098.8,307473984.2,359739418.8,443379945.5,507287182.6,517075761.8,544218297.9,611215551.9,675475234.1,,,,,,,,,,,,,,,4.0,4.0,22.0,1.0,,,11.0,60.0,47.0,118.0,181.0,48.0,,44.0,63.0,260.0,53.0,121.0,9.0,,,,1.0,,,5.0,,,18.0,,4.0,,4.0,,,,2.0,,1.0,51.0,,10.0,12.0,1.0,,25.0,,78.0,115.0,118.0,14.0,20.0,20.0,2.0,16.0,,8.0,1569.0,TAN,26000.0,0.0,89.0,0.0,11176697.0,1424.0,0.0,0.0,748920000.0,0.0,22054000000.0,37.0,6147183.0,5301000000.0,0.0,0.0,9.0,24890000.0,314.0,0.0,19.0,72000.0,0.0,0.0,1000.0,10.0,2.0,152790000000.0,4567.0,558835.0,40000.0,87581.0,0.0,0.0,4161.0,0.0,947300.0,0.0,0.0,42.0,37.0,62092761.0,0.0,8.0,6.0,0.0
155.0,Thailand,360850.0,200000.0,138700.0,699550.0,5.3,10.2,THA,Country,Military expenditure (current USD),62825161.22,58741404.86,80303734.18,85501269.8,87235576.92,94266826.92,105540865.4,126346153.8,154639423.1,184903846.2,217223557.7,262656250.0,284086538.5,312408499.1,363887784.6,416034898.2,531909157.3,688722114.1,942007071.2,1199048431.0,1373227227.0,1415853972.0,1507634749.0,1583036595.0,1698837534.0,1629594718.0,1635667271.0,1698687546.0,1809003357.0,1939693409.0,2214017705.0,2598337174.0,2961769836.0,3156299863.0,3611133201.0,3849025896.0,3938047248.0,3264802658.0,2110239752.0,2056847122.0,1881009454.0,1724799637.0,1812993336.0,1891520588.0,1866937328.0,1984492828.0,2441917005.0,3522634436.0,4465994062.0,4799654668.0,4962419956.0,5512983861.0,5491915221.0,5901296947.0,5729784358.0,5724812311.0,5876294938.0,6305880241.0,6829203403.0,62.0,87.0,49.0,25.0,77.0,49.0,10.0,88.0,15.0,10.0,28.0,57.0,110.0,110.0,97.0,89.0,113.0,152.0,69.0,135.0,214.0,240.0,202.0,342.0,97.0,77.0,148.0,104.0,325.0,171.0,307.0,320.0,82.0,325.0,386.0,185.0,162.0,517.0,607.0,266.0,223.0,570.0,498.0,185.0,610.0,522.0,732.0,935.0,77.0,168.0,85.0,117.0,152.0,131.0,114.0,70.0,47.0,8.0,16.0,63.0,58.0,249.0,272.0,378.0,104.0,182.0,340.0,322.0,628.0,291.0,154.0,14810.0,THA,350000.0,0.0,2836.0,7.0,36129870.0,3219.0,7.0,18.0,2933064054.0,0.0,167890000000.0,469.0,27792208.0,202600000000.0,7.0,1.0,177.0,37546000.0,839.0,5.0,292.0,1326000.0,230000.0,349400000.0,6000.0,49.0,5.0,1200000000000.0,4127.0,1111688.0,100000.0,180053.0,5.0,44.0,5673.0,20.0,513120.0,0.0,0.0,637.0,469.0,69480520.0,116.0,130.0,50.0,4000.0
,Timor-Leste,,,,,,,TLS,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8230000.0,17105000.0,23735000.0,23651000.0,36481000.0,26389000.0,20530000.0,33388000.0,31683000.0,29624000.0,36959000.0,26217000.0,25442000.0,20610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,14.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,Togo,8550.0,0.0,750.0,9300.0,1.0,1.1,TGO,Country,Military expenditure (current USD),,326999.9185,714244.9003,1134619.78,3383300.616,3362428.13,2889961.657,3105678.432,3288025.367,3435130.654,3650466.891,4183674.952,5126414.525,6873376.434,8097048.254,11114584.74,14233103.16,21108759.36,22733718.58,22498848.26,24763347.22,22525953.98,18541962.11,16398734.08,15692619.64,18879809.82,30011030.71,43412292.0,43089092.42,41861019.16,50748351.79,45904568.12,49113686.85,50147794.73,25396024.89,30852572.78,,,,,,,,28831211.29,31719621.04,33238035.29,,,57009189.27,55130817.09,56832843.04,59018874.0,62931049.68,72419237.31,83080003.64,69977174.74,82019690.41,88414114.92,104378994.6,,,,,,,,,,,1.0,,,,0.0,0.0,,,1.0,1.0,2.0,1.0,,2.0,,14.0,50.0,1.0,9.0,9.0,28.0,19.0,4.0,2.0,,,16.0,0.0,0.0,,,9.0,8.0,,3.0,3.0,,9.0,,,,,,,,,,,,,1.0,,,,15.0,,,,,1.0,0.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tonga,,,,,,,TON,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,6.0,6.0,6.0,,,,,0.0,,,,,,,,,,,,,,,,,,,5.0,,,,7.0,7.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8092.0,11512.0,16532.0,23497.0,20051.0,20488.0,24611.0,24163.0,25601.0,21388.0,17685.0,16338.0,17509.0,20282.0,26456.0,25138.0,24985.0,25469.0,25926.0,28491.0,25445.0,32511.0,34214.0,35851.0,36750.0,37167.0,35332.0,39814.0,42538.0,37964.0,41833.0,45384.0,45685.0,44041.0,41691.0,38247.0,39171.0,39482.0,36717.0,35355.0,30470.0,28300.0,24202.0,25854.0,22964.0,22916.0,23858.0,28961.0,27821.0,25188.0,19318.0,18714.0,17840.0,19046.0,21358.0,21500.0,24790.0,26629.0,24121.0,24312.0,25773.0,30023.0,27976.0,27240.0,27227.0,28646.0,31480.0,31878.0,27327.0,27502.0,23677.0,1976320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
